row_idx,api_unii,dosage_form,excipient_unii,role,confidence
6572,F8A3652H1V,TABLET,3SY5LH9PMK,filler,1.0
6572,F8A3652H1V,TABLET,70097M6I30,lubricant,1.0
6573,6TK1G07BHZ,"TABLET, DELAYED RELEASE",ETJ7Z6XBU4,glidant,1.0
6573,6TK1G07BHZ,"TABLET, DELAYED RELEASE",M28OL1HH48,disintegrant,1.0
6573,6TK1G07BHZ,"TABLET, DELAYED RELEASE",70097M6I30,lubricant,1.0
6573,6TK1G07BHZ,"TABLET, DELAYED RELEASE",G2M7P15E5P,lubricant,1.0
6574,R61ZEH7I1I,TABLET,70097M6I30,lubricant,1.0
6575,V3888OEY5R,"CAPSULE, DELAYED RELEASE",2G86QN327L,binder,1.0
6575,V3888OEY5R,"CAPSULE, DELAYED RELEASE",ETJ7Z6XBU4,glidant,1.0
6576,X7WDT95N5C,TABLET,ETJ7Z6XBU4,glidant,1.0
6577,6M97XTV3HD,"TABLET, COATED",70097M6I30,lubricant,1.0
6578,J0E2756Z7N,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6578,J0E2756Z7N,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
6578,J0E2756Z7N,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6579,H789N3FKE8,TABLET,70097M6I30,lubricant,1.0
6579,H789N3FKE8,TABLET,ETJ7Z6XBU4,glidant,1.0
6580,563KS2PQY5,SOLUTION,4R4HFI6D95,solvent,1.0
6580,563KS2PQY5,SOLUTION,23OV73Q5G9,sweetening_agent,1.0
6580,563KS2PQY5,SOLUTION,A2I8C7HI9T,preservative,1.0
6581,OL961R6O2C,"TABLET, EXTENDED RELEASE",J2B2A4N98G,filler,1.0
6581,OL961R6O2C,"TABLET, EXTENDED RELEASE",8D4SNN7V92,antioxidant,1.0
6581,OL961R6O2C,"TABLET, EXTENDED RELEASE",7CV7WJK4UI,lubricant,1.0
6582,1678OK0E08,"CAPSULE, EXTENDED RELEASE",2G86QN327L,binder,1.0
6582,1678OK0E08,"CAPSULE, EXTENDED RELEASE",B697894SGQ,lubricant,1.0
6583,3D867NP06J,"TABLET, EXTENDED RELEASE",70097M6I30,lubricant,1.0
6583,3D867NP06J,"TABLET, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
6584,ZOU145W1XL,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
6584,ZOU145W1XL,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6585,C1ENJ2TE6C,TABLET,70097M6I30,lubricant,1.0
6586,R85M2X0D68,TABLET,70097M6I30,lubricant,1.0
6587,1E6682427E,"TABLET, FILM COATED",029TFK992N,disintegrant,1.0
6587,1E6682427E,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6587,1E6682427E,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6588,9O25354EPJ,SOLUTION,A2I8C7HI9T,preservative,1.0
6588,9O25354EPJ,SOLUTION,Z8IX2SC1OH,preservative,1.0
6588,9O25354EPJ,SOLUTION,059QF0KO0R,solvent,1.0
6588,9O25354EPJ,SOLUTION,96K6UQ3ZD4,sweetening_agent,1.0
6588,9O25354EPJ,SOLUTION,QTT17582CB,acidifying_agent,1.0
6589,IA7306519N,TABLET,3SY5LH9PMK,filler,1.0
6589,IA7306519N,TABLET,70097M6I30,lubricant,1.0
6590,N1SN99T69T,TABLET,2S7830E561,disintegrant,1.0
6590,N1SN99T69T,TABLET,ZF94AP8MEY,lubricant,1.0
6590,N1SN99T69T,TABLET,J2B2A4N98G,filler,1.0
6590,N1SN99T69T,TABLET,3WJQ0SDW1A,lubricant,1.0
6591,6M97XTV3HD,TABLET,70097M6I30,lubricant,1.0
6591,6M97XTV3HD,TABLET,ETJ7Z6XBU4,glidant,1.0
6592,A0JWA85V8F,TABLET,M28OL1HH48,disintegrant,1.0
6592,A0JWA85V8F,TABLET,3WJQ0SDW1A,lubricant,1.0
6592,A0JWA85V8F,TABLET,70097M6I30,lubricant,1.0
6593,RG277LF5B3,"POWDER, FOR SOLUTION",PQ6CK8PD0R,antioxidant,1.0
6593,RG277LF5B3,"POWDER, FOR SOLUTION",3OWL53L36A,sweetening_agent,1.0
6593,RG277LF5B3,"POWDER, FOR SOLUTION",96K6UQ3ZD4,sweetening_agent,1.0
6594,5T619TQR3R,"CAPSULE, EXTENDED RELEASE",2G86QN327L,binder,1.0
6594,5T619TQR3R,"CAPSULE, EXTENDED RELEASE",WZH3C48M4T,alkalizing_agent,1.0
6595,3D867NP06J,"TABLET, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
6595,3D867NP06J,"TABLET, EXTENDED RELEASE",70097M6I30,lubricant,1.0
6596,OLH94387TE,"CAPSULE, EXTENDED RELEASE",2G86QN327L,binder,1.0
6596,OLH94387TE,"CAPSULE, EXTENDED RELEASE",70097M6I30,lubricant,1.0
6597,Q0MQD1073Q,TABLET,3OWL53L36A,filler,1.0
6597,Q0MQD1073Q,TABLET,Q662QK8M3B,lubricant,1.0
6597,Q0MQD1073Q,TABLET,55X04QC32I,alkalizing_agent,1.0
6597,Q0MQD1073Q,TABLET,70097M6I30,lubricant,1.0
6597,Q0MQD1073Q,TABLET,3K9958V90M,preservative,1.0
6598,6153CWM0CL,TABLET,70097M6I30,lubricant,1.0
6599,3M8608UQ61,TABLET,70097M6I30,lubricant,1.0
6599,3M8608UQ61,TABLET,M28OL1HH48,disintegrant,1.0
6600,44YRR34555,TABLET,70097M6I30,lubricant,1.0
6600,44YRR34555,TABLET,B697894SGQ,lubricant,1.0
6600,44YRR34555,TABLET,ETJ7Z6XBU4,glidant,1.0
6601,6M97XTV3HD,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
6601,6M97XTV3HD,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6602,Y883P1Z2LT,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6602,Y883P1Z2LT,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6603,33XCH0HOCD,"CAPSULE, EXTENDED RELEASE",70097M6I30,lubricant,1.0
6603,33XCH0HOCD,"CAPSULE, EXTENDED RELEASE",2G86QN327L,binder,1.0
6603,33XCH0HOCD,"CAPSULE, EXTENDED RELEASE",5138Q19F1X,alkalizing_agent,1.0
6603,33XCH0HOCD,"CAPSULE, EXTENDED RELEASE",3K9958V90M,preservative,1.0
6604,6KY687524K,TABLET,70097M6I30,lubricant,1.0
6605,563KS2PQY5,SOLUTION,23OV73Q5G9,sweetening_agent,1.0
6605,563KS2PQY5,SOLUTION,4R4HFI6D95,solvent,1.0
6605,563KS2PQY5,SOLUTION,A2I8C7HI9T,preservative,1.0
6605,563KS2PQY5,SOLUTION,3WJQ0SDW1A,solvent,1.0
6606,73K4184T59,TABLET,70097M6I30,lubricant,1.0
6607,563KS2PQY5,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6607,563KS2PQY5,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6608,QTG126297Q,"TABLET, DELAYED RELEASE",ETJ7Z6XBU4,glidant,1.0
6608,QTG126297Q,"TABLET, DELAYED RELEASE",2S7830E561,disintegrant,1.0
6608,QTG126297Q,"TABLET, DELAYED RELEASE",70097M6I30,lubricant,1.0
6608,QTG126297Q,"TABLET, DELAYED RELEASE",3WJQ0SDW1A,lubricant,1.0
6609,W76I6XXF06,TABLET,70097M6I30,lubricant,1.0
6610,EH28UP18IF,CAPSULE,8D4SNN7V92,antioxidant,1.0
6610,EH28UP18IF,CAPSULE,2G86QN327L,binder,1.0
6610,EH28UP18IF,CAPSULE,WZH3C48M4T,alkalizing_agent,1.0
6611,2BMD2GNA4V,"TABLET, EXTENDED RELEASE",776XM7047L,lubricant,1.0
6611,2BMD2GNA4V,"TABLET, EXTENDED RELEASE",451W47IQ8X,filler,1.0
6611,2BMD2GNA4V,"TABLET, EXTENDED RELEASE",3WJQ0SDW1A,lubricant,1.0
6612,A0Z3NAU9DP,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6613,4B3SC438HI,"TABLET, EXTENDED RELEASE",E4GA8884NN,acidifying_agent,1.0
6613,4B3SC438HI,"TABLET, EXTENDED RELEASE",3WJQ0SDW1A,lubricant,1.0
6613,4B3SC438HI,"TABLET, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
6613,4B3SC438HI,"TABLET, EXTENDED RELEASE",451W47IQ8X,filler,1.0
6613,4B3SC438HI,"TABLET, EXTENDED RELEASE",70097M6I30,lubricant,1.0
6614,UYE4T5I70X,"CAPSULE, DELAYED RELEASE",55X04QC32I,alkalizing_agent,1.0
6614,UYE4T5I70X,"CAPSULE, DELAYED RELEASE",30IQX730WE,lubricant,1.0
6615,2PN063X6B1,CAPSULE,3K9958V90M,preservative,1.0
6615,2PN063X6B1,CAPSULE,C9H2L21V7U,surfactant,1.0
6616,GR120KRT6K,TABLET,AG9B65PV6B,disintegrant,1.0
6616,GR120KRT6K,TABLET,70097M6I30,lubricant,1.0
6616,GR120KRT6K,TABLET,3WJQ0SDW1A,lubricant,1.0
6617,FEN504330V,TABLET,70097M6I30,lubricant,1.0
6617,FEN504330V,TABLET,ETJ7Z6XBU4,glidant,1.0
6618,9G64RSX1XD,TABLET,461P5CJN6T,stabilizing_agent,1.0
6619,CHB1QD2QSS,CAPSULE,M28OL1HH48,disintegrant,1.0
6619,CHB1QD2QSS,CAPSULE,70097M6I30,lubricant,1.0
6619,CHB1QD2QSS,CAPSULE,2G86QN327L,binder,1.0
6619,CHB1QD2QSS,CAPSULE,WZH3C48M4T,alkalizing_agent,1.0
6620,NO70W886KK,TABLET,ETJ7Z6XBU4,glidant,1.0
6620,NO70W886KK,TABLET,2S7830E561,disintegrant,1.0
6620,NO70W886KK,TABLET,M28OL1HH48,disintegrant,1.0
6620,NO70W886KK,TABLET,70097M6I30,lubricant,1.0
6621,W733B0S9SD,TABLET,O7TSZ97GEP,filler,1.0
6622,786Z46389E,"TABLET, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
6623,6CW7F3G59X,CAPSULE,3OWL53L36A,filler,1.0
6623,6CW7F3G59X,CAPSULE,2G86QN327L,binder,1.0
6623,6CW7F3G59X,CAPSULE,WZH3C48M4T,alkalizing_agent,1.0
6624,5W7SIA7YZW,KIT,3SY5LH9PMK,filler,1.0
6624,5W7SIA7YZW,KIT,OP1R32D61U,filler,1.0
6625,C1ENJ2TE6C,TABLET,ETJ7Z6XBU4,glidant,1.0
6626,76755771U3,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6626,76755771U3,"TABLET, FILM COATED",2S7830E561,disintegrant,1.0
6626,76755771U3,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6627,OL961R6O2C,"TABLET, EXTENDED RELEASE",J2B2A4N98G,filler,1.0
6627,OL961R6O2C,"TABLET, EXTENDED RELEASE",8D4SNN7V92,antioxidant,1.0
6627,OL961R6O2C,"TABLET, EXTENDED RELEASE",7CV7WJK4UI,lubricant,1.0
6628,6TK1G07BHZ,"TABLET, DELAYED RELEASE",ETJ7Z6XBU4,glidant,1.0
6628,6TK1G07BHZ,"TABLET, DELAYED RELEASE",M28OL1HH48,disintegrant,1.0
6628,6TK1G07BHZ,"TABLET, DELAYED RELEASE",70097M6I30,lubricant,1.0
6628,6TK1G07BHZ,"TABLET, DELAYED RELEASE",G2M7P15E5P,lubricant,1.0
6629,82VFR53I78,SOLUTION,7FLD91C86K,solubilizing_agent,1.0
6629,82VFR53I78,SOLUTION,A2I8C7HI9T,preservative,1.0
6629,82VFR53I78,SOLUTION,Z8IX2SC1OH,preservative,1.0
6629,82VFR53I78,SOLUTION,059QF0KO0R,solvent,1.0
6630,G162GK9U4W,"TABLET, FILM COATED",2S7830E561,disintegrant,1.0
6630,G162GK9U4W,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6630,G162GK9U4W,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6631,3O2T2PJ89D,TABLET,70097M6I30,lubricant,1.0
6631,3O2T2PJ89D,TABLET,M28OL1HH48,disintegrant,1.0
6632,6M97XTV3HD,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6633,L4D5UA6CB4,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6633,L4D5UA6CB4,"TABLET, FILM COATED",3SY5LH9PMK,filler,1.0
6633,L4D5UA6CB4,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
6633,L4D5UA6CB4,"TABLET, FILM COATED",XHX3C3X673,plasticizer,1.0
6633,L4D5UA6CB4,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6634,O3FX965V0I,TABLET,70097M6I30,lubricant,1.0
6635,5968Y6H45M,TABLET,70097M6I30,lubricant,1.0
6635,5968Y6H45M,TABLET,3WJQ0SDW1A,lubricant,1.0
6636,H789N3FKE8,TABLET,L11K75P92J,filler,1.0
6636,H789N3FKE8,TABLET,70097M6I30,lubricant,1.0
6637,H789N3FKE8,TABLET,M28OL1HH48,disintegrant,1.0
6637,H789N3FKE8,TABLET,H92E6QA4FV,lubricant,1.0
6638,786Z46389E,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6639,287M0347EV,CAPSULE,2G86QN327L,binder,1.0
6639,287M0347EV,CAPSULE,70097M6I30,lubricant,1.0
6640,0H73WJJ391,"CAPSULE, EXTENDED RELEASE",2G86QN327L,binder,1.0
6641,786Z46389E,TABLET,2S7830E561,disintegrant,1.0
6641,786Z46389E,TABLET,70097M6I30,lubricant,1.0
6641,786Z46389E,TABLET,3WJQ0SDW1A,lubricant,1.0
6642,G59M7S0WS3,SPRAY,3K9958V90M,preservative,1.0
6642,G59M7S0WS3,SPRAY,C9H2L21V7U,surfactant,1.0
6643,9PHQ9Y1OLM,TABLET,3SY5LH9PMK,filler,1.0
6643,9PHQ9Y1OLM,TABLET,ETJ7Z6XBU4,glidant,1.0
6643,9PHQ9Y1OLM,TABLET,2S7830E561,disintegrant,1.0
6643,9PHQ9Y1OLM,TABLET,F05Q2T2JA0,surfactant,1.0
6643,9PHQ9Y1OLM,TABLET,70097M6I30,lubricant,1.0
6644,786Z46389E,"TABLET, EXTENDED RELEASE",70097M6I30,lubricant,1.0
6645,786Z46389E,SOLUTION,QTT17582CB,acidifying_agent,1.0
6645,786Z46389E,SOLUTION,059QF0KO0R,solvent,1.0
6645,786Z46389E,SOLUTION,96K6UQ3ZD4,sweetening_agent,1.0
6646,2M36281008,CAPSULE,ETJ7Z6XBU4,glidant,1.0
6646,2M36281008,CAPSULE,70097M6I30,lubricant,1.0
6646,2M36281008,CAPSULE,2G86QN327L,binder,1.0
6647,N7U69T4SZR,TABLET,70097M6I30,lubricant,1.0
6648,4975G9NM6T,TABLET,M28OL1HH48,disintegrant,1.0
6648,4975G9NM6T,TABLET,70097M6I30,lubricant,1.0
6649,1GEV3BAW9J,"TABLET, FILM COATED",2S7830E561,disintegrant,1.0
6649,1GEV3BAW9J,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6649,1GEV3BAW9J,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6650,27O7W4T232,"TABLET, FILM COATED",4846Q921YM,filler,1.0
6650,27O7W4T232,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6650,27O7W4T232,"TABLET, FILM COATED",WAT0DDB505,filler,1.0
6651,2494G1JF75,"TABLET, FILM COATED",7CV7WJK4UI,lubricant,1.0
6651,2494G1JF75,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6651,2494G1JF75,"TABLET, FILM COATED",3K9958V90M,preservative,1.0
6651,2494G1JF75,"TABLET, FILM COATED",451W47IQ8X,filler,1.0
6651,2494G1JF75,"TABLET, FILM COATED",7YC686GQ8F,lubricant,1.0
6652,82VFR53I78,"TABLET, ORALLY DISINTEGRATING",Z0H242BBR1,sweetening_agent,1.0
6652,82VFR53I78,"TABLET, ORALLY DISINTEGRATING",776XM7047L,lubricant,1.0
6652,82VFR53I78,"TABLET, ORALLY DISINTEGRATING",2S7830E561,disintegrant,1.0
6653,80M03YXJ7I,"TABLET, FILM COATED",2S7830E561,disintegrant,1.0
6653,80M03YXJ7I,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6653,80M03YXJ7I,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6654,786Z46389E,"TABLET, FILM COATED, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
6654,786Z46389E,"TABLET, FILM COATED, EXTENDED RELEASE",2UMI9U37CP,surfactant,1.0
6654,786Z46389E,"TABLET, FILM COATED, EXTENDED RELEASE",C9H2L21V7U,surfactant,1.0
6654,786Z46389E,"TABLET, FILM COATED, EXTENDED RELEASE",XHX3C3X673,plasticizer,1.0
6655,0K47UL67F2,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6655,0K47UL67F2,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6656,0Y2S3XUQ5H,TABLET,3SY5LH9PMK,filler,1.0
6656,0Y2S3XUQ5H,TABLET,70097M6I30,lubricant,1.0
6657,KHS0AZ4JVK,CAPSULE,M28OL1HH48,disintegrant,1.0
6657,KHS0AZ4JVK,CAPSULE,2G86QN327L,binder,1.0
6657,KHS0AZ4JVK,CAPSULE,70097M6I30,lubricant,1.0
6657,KHS0AZ4JVK,CAPSULE,ETJ7Z6XBU4,glidant,1.0
6658,E7WED276I5,TABLET,70097M6I30,lubricant,1.0
6659,184SNS8VUH,TABLET,70097M6I30,lubricant,1.0
6660,Q0MQD1073Q,TABLET,ETJ7Z6XBU4,glidant,1.0
6660,Q0MQD1073Q,TABLET,70097M6I30,lubricant,1.0
6661,VB0R961HZT,TABLET,ETJ7Z6XBU4,glidant,1.0
6662,Q0MQD1073Q,TABLET,2S7830E561,disintegrant,1.0
6662,Q0MQD1073Q,TABLET,70097M6I30,lubricant,1.0
6662,Q0MQD1073Q,TABLET,ETJ7Z6XBU4,glidant,1.0
6663,6E17K3343P,TABLET,ETJ7Z6XBU4,glidant,1.0
6663,6E17K3343P,TABLET,L11K75P92J,filler,1.0
6663,6E17K3343P,TABLET,70097M6I30,lubricant,1.0
6663,6E17K3343P,TABLET,3WJQ0SDW1A,lubricant,1.0
6664,X7WDT95N5C,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
6664,X7WDT95N5C,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6665,3ST302B24A,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6665,3ST302B24A,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6666,GR120KRT6K,TABLET,70097M6I30,lubricant,1.0
6666,GR120KRT6K,TABLET,3WJQ0SDW1A,lubricant,1.0
6667,YF1K15M17Y,CAPSULE,3SY5LH9PMK,filler,1.0
6667,YF1K15M17Y,CAPSULE,ETJ7Z6XBU4,glidant,1.0
6667,YF1K15M17Y,CAPSULE,2G86QN327L,binder,1.0
6668,ZOU145W1XL,"TABLET, FILM COATED",3SY5LH9PMK,filler,1.0
6668,ZOU145W1XL,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6669,NT6K61736T,TABLET,ETJ7Z6XBU4,glidant,1.0
6669,NT6K61736T,TABLET,70097M6I30,lubricant,1.0
6669,NT6K61736T,TABLET,776XM7047L,lubricant,1.0
6670,X7D10K905G,"GRANULE, FOR SUSPENSION",ETJ7Z6XBU4,suspending_thickening_agent,1.0
6670,X7D10K905G,"GRANULE, FOR SUSPENSION",Z0H242BBR1,sweetening_agent,1.0
6670,X7D10K905G,"GRANULE, FOR SUSPENSION",3A9RD92BS4,flavoring_agent,1.0
6670,X7D10K905G,"GRANULE, FOR SUSPENSION",3OWL53L36A,sweetening_agent,1.0
6671,6985IP0T80,TABLET,ETJ7Z6XBU4,glidant,1.0
6672,N7U69T4SZR,TABLET,2S7830E561,disintegrant,1.0
6672,N7U69T4SZR,TABLET,70097M6I30,lubricant,1.0
6673,9LHU78OQFD,TABLET,3SY5LH9PMK,filler,1.0
6673,9LHU78OQFD,TABLET,REK4960K2U,antioxidant,1.0
6673,9LHU78OQFD,TABLET,70097M6I30,lubricant,1.0
6674,41X3PWK4O2,TABLET,ETJ7Z6XBU4,glidant,1.0
6674,41X3PWK4O2,TABLET,3OWL53L36A,filler,1.0
6674,41X3PWK4O2,TABLET,7CV7WJK4UI,lubricant,1.0
6674,41X3PWK4O2,TABLET,3WJQ0SDW1A,lubricant,1.0
6675,C1ENJ2TE6C,TABLET,70097M6I30,lubricant,1.0
6676,Q3OKS62Q6X,"TABLET, EXTENDED RELEASE",J2B2A4N98G,filler,1.0
6676,Q3OKS62Q6X,"TABLET, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
6676,Q3OKS62Q6X,"TABLET, EXTENDED RELEASE",70097M6I30,lubricant,1.0
6677,7ZW49N180B,CAPSULE,3OWL53L36A,filler,1.0
6677,7ZW49N180B,CAPSULE,M28OL1HH48,disintegrant,1.0
6677,7ZW49N180B,CAPSULE,ETJ7Z6XBU4,glidant,1.0
6677,7ZW49N180B,CAPSULE,7CV7WJK4UI,lubricant,1.0
6678,UR59KN573L,"TABLET, FILM COATED",L11K75P92J,filler,1.0
6678,UR59KN573L,"TABLET, FILM COATED",REK4960K2U,antioxidant,1.0
6678,UR59KN573L,"TABLET, FILM COATED",40UAA97IT9,disintegrant,1.0
6678,UR59KN573L,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6678,UR59KN573L,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6679,OLH94387TE,"CAPSULE, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
6679,OLH94387TE,"CAPSULE, EXTENDED RELEASE",70097M6I30,lubricant,1.0
6679,OLH94387TE,"CAPSULE, EXTENDED RELEASE",2G86QN327L,binder,1.0
6679,OLH94387TE,"CAPSULE, EXTENDED RELEASE",MB5IUD6JUA,controlled_release,1.0
6679,OLH94387TE,"CAPSULE, EXTENDED RELEASE",WZH3C48M4T,alkalizing_agent,1.0
6680,F4216019LN,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6681,9LHU78OQFD,TABLET,70097M6I30,lubricant,1.0
6681,9LHU78OQFD,TABLET,REK4960K2U,antioxidant,1.0
6682,ZOU145W1XL,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
6682,ZOU145W1XL,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6683,VG2QF83CGL,TABLET,ETJ7Z6XBU4,glidant,1.0
6683,VG2QF83CGL,TABLET,2S7830E561,disintegrant,1.0
6683,VG2QF83CGL,TABLET,70097M6I30,lubricant,1.0
6684,U202363UOS,CAPSULE,92RU3N3Y1O,dispersing_agent,1.0
6684,U202363UOS,CAPSULE,2G86QN327L,binder,1.0
6684,U202363UOS,CAPSULE,WZH3C48M4T,alkalizing_agent,1.0
6685,XB13HYU18U,TABLET,J2B2A4N98G,filler,1.0
6685,XB13HYU18U,TABLET,70097M6I30,lubricant,1.0
6686,8VZV102JFY,TABLET,M28OL1HH48,disintegrant,1.0
6686,8VZV102JFY,TABLET,L11K75P92J,filler,1.0
6686,8VZV102JFY,TABLET,70097M6I30,lubricant,1.0
6687,760I9WM792,TABLET,M28OL1HH48,disintegrant,1.0
6687,760I9WM792,TABLET,70097M6I30,lubricant,1.0
6687,760I9WM792,TABLET,G2M7P15E5P,lubricant,1.0
6688,M6Q1EO9TD0,TABLET,ETJ7Z6XBU4,glidant,1.0
6688,M6Q1EO9TD0,TABLET,70097M6I30,lubricant,1.0
6689,660YQ98I10,TABLET,M28OL1HH48,disintegrant,1.0
6690,L6UH7ZF8HC,TABLET,70097M6I30,lubricant,1.0
6690,L6UH7ZF8HC,TABLET,G2M7P15E5P,lubricant,1.0
6690,L6UH7ZF8HC,TABLET,ETJ7Z6XBU4,glidant,1.0
6691,9NDF7JZ4M3,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
6691,9NDF7JZ4M3,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6692,W36ZG6FT64,SOLUTION,QN83US2B0N,antioxidant,1.0
6692,W36ZG6FT64,SOLUTION,R0ZB2556P8,antioxidant,1.0
6693,L4D5UA6CB4,"POWDER, FOR SOLUTION",R8WTH25YS2,suspending_thickening_agent,1.0
6693,L4D5UA6CB4,"POWDER, FOR SOLUTION",3OWL53L36A,sweetening_agent,1.0
6693,L4D5UA6CB4,"POWDER, FOR SOLUTION",HM5Z15LEBN,alkalizing_agent,1.0
6693,L4D5UA6CB4,"POWDER, FOR SOLUTION",96K6UQ3ZD4,sweetening_agent,1.0
6694,44YRR34555,SOLUTION,23OV73Q5G9,sweetening_agent,1.0
6694,44YRR34555,SOLUTION,D65DG142WK,sweetening_agent,1.0
6694,44YRR34555,SOLUTION,A2I8C7HI9T,preservative,1.0
6694,44YRR34555,SOLUTION,Z8IX2SC1OH,preservative,1.0
6694,44YRR34555,SOLUTION,059QF0KO0R,solvent,1.0
6695,K5BN214699,CAPSULE,3SY5LH9PMK,filler,1.0
6696,I9ZF7L6G2L,"TABLET, EXTENDED RELEASE",ETJ7Z6XBU4,glidant,1.0
6696,I9ZF7L6G2L,"TABLET, EXTENDED RELEASE",70097M6I30,lubricant,1.0
6696,I9ZF7L6G2L,"TABLET, EXTENDED RELEASE",B697894SGQ,lubricant,1.0
6697,1NMA9J598Y,TABLET,70097M6I30,lubricant,1.0
6698,TJ2M0FR8ES,TABLET,3SY5LH9PMK,filler,1.0
6698,TJ2M0FR8ES,TABLET,O7TSZ97GEP,filler,1.0
6698,TJ2M0FR8ES,TABLET,70097M6I30,lubricant,1.0
6699,4EVE5946BQ,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6700,890E37NHMV,"TABLET, FILM COATED",M28OL1HH48,disintegrant,1.0
6700,890E37NHMV,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6701,K5BC5011K3,CAPSULE,ETJ7Z6XBU4,glidant,1.0
6701,K5BC5011K3,CAPSULE,70097M6I30,lubricant,1.0
6701,K5BC5011K3,CAPSULE,H8AV0SQX4D,disintegrant,1.0
6701,K5BC5011K3,CAPSULE,2G86QN327L,binder,1.0
6701,K5BC5011K3,CAPSULE,3K9958V90M,preservative,1.0
6701,K5BC5011K3,CAPSULE,WZH3C48M4T,alkalizing_agent,1.0
6701,K5BC5011K3,CAPSULE,5138Q19F1X,alkalizing_agent,1.0
6702,6CW7F3G59X,CAPSULE,70097M6I30,lubricant,1.0
6702,6CW7F3G59X,CAPSULE,3OWL53L36A,filler,1.0
6702,6CW7F3G59X,CAPSULE,2G86QN327L,binder,1.0
6703,CQ903KQA31,CAPSULE,4846Q921YM,filler,1.0
6703,CQ903KQA31,CAPSULE,70097M6I30,lubricant,1.0
6703,CQ903KQA31,CAPSULE,2G86QN327L,binder,1.0
6703,CQ903KQA31,CAPSULE,55X04QC32I,alkalizing_agent,1.0
6704,F8A3652H1V,TABLET,ETJ7Z6XBU4,glidant,1.0
6704,F8A3652H1V,TABLET,M28OL1HH48,disintegrant,1.0
6704,F8A3652H1V,TABLET,3SY5LH9PMK,filler,1.0
6704,F8A3652H1V,TABLET,70097M6I30,lubricant,1.0
6705,80061L1WGD,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6705,80061L1WGD,"TABLET, FILM COATED",R12CBM0EIZ,coating_agent,1.0
6705,80061L1WGD,"TABLET, FILM COATED",8Z96QXD6UM,plasticizer,1.0
6706,A051Q2099Q,"TABLET, FILM COATED",70097M6I30,lubricant,1.0
6706,A051Q2099Q,"TABLET, FILM COATED",ETJ7Z6XBU4,glidant,1.0
6707,C1ENJ2TE6C,SOLUTION,059QF0KO0R,solvent,1.0
