row_idx,api_unii,dosage_form,excipient_unii,role,confidence,raw_prior,n_candidates,n_samples
4555,KG60484QX9,"CAPSULE, DELAYED RELEASE",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4555,KG60484QX9,"CAPSULE, DELAYED RELEASE",368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4556,3O2T2PJ89D,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4556,3O2T2PJ89D,"TABLET, FILM COATED",O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
4556,3O2T2PJ89D,"TABLET, FILM COATED",RFW2ET671P,binder,0.015090013586956521,0.060360054347826084,4,0
4556,3O2T2PJ89D,"TABLET, FILM COATED",3NXW29V3WO,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
4556,3O2T2PJ89D,"TABLET, FILM COATED",7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
4556,3O2T2PJ89D,"TABLET, FILM COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4557,9O25354EPJ,TABLET,O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
4557,9O25354EPJ,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4558,125OD7737X,TABLET,RFW2ET671P,binder,0.020120018115942027,0.060360054347826084,3,0
4558,125OD7737X,TABLET,RDH86HJV5Z,disintegrant,0.009523809523809523,0.02857142857142857,3,11
4558,125OD7737X,TABLET,368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4558,125OD7737X,TABLET,4ELV7Z65AP,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
4559,E7199S1YWR,TABLET,O8232NY3SJ,binder,0.0012626262626262627,0.005050505050505051,4,174
4559,E7199S1YWR,TABLET,LMI26O6933,glidant,0.00980392156862745,0.0196078431372549,2,27
4560,W5S57Y3A5L,TABLET,3NXW29V3WO,binder,0.008622864906832298,0.060360054347826084,7,0
4560,W5S57Y3A5L,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4560,W5S57Y3A5L,TABLET,FZ989GH94E,disintegrant,0.0030303030303030303,0.00909090909090909,3,86
4561,KHS0AZ4JVK,TABLET,OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
4562,4EVE5946BQ,"TABLET, FILM COATED",3NXW29V3WO,binder,0.0075450067934782605,0.060360054347826084,8,0
4562,4EVE5946BQ,"TABLET, FILM COATED",VH2XOU12IE,coating_agent,0.005208333333333333,0.020833333333333332,4,24
4562,4EVE5946BQ,"TABLET, FILM COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4562,4EVE5946BQ,"TABLET, FILM COATED",368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4563,FZJ37245UC,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4563,FZJ37245UC,TABLET,O8232NY3SJ,binder,0.0012626262626262627,0.005050505050505051,4,174
4563,FZJ37245UC,TABLET,368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4564,XXE1CET956,CAPSULE,O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
4564,XXE1CET956,CAPSULE,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4564,XXE1CET956,CAPSULE,4ELV7Z65AP,lubricant,0.10491394927536231,0.31474184782608694,3,0
4564,XXE1CET956,CAPSULE,1DI56QDM62,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
4564,XXE1CET956,CAPSULE,6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
4564,XXE1CET956,CAPSULE,LMI26O6933,dispersing_agent,0.5490196078431373,0.5490196078431373,1,27
4564,XXE1CET956,CAPSULE,368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4565,CIF6334OLY,"TABLET, FILM COATED",FZ989GH94E,disintegrant,0.0030303030303030303,0.00909090909090909,3,86
4565,CIF6334OLY,"TABLET, FILM COATED",7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
4565,CIF6334OLY,"TABLET, FILM COATED",3NXW29V3WO,binder,0.0075450067934782605,0.060360054347826084,8,0
4565,CIF6334OLY,"TABLET, FILM COATED",7Z8S9VYZ4B,coating_agent,0.0020493659420289857,0.006148097826086957,3,1
4565,CIF6334OLY,"TABLET, FILM COATED",368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4566,3ST302B24A,TABLET,RFW2ET671P,binder,0.020120018115942027,0.060360054347826084,3,0
4566,3ST302B24A,TABLET,O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
4566,3ST302B24A,TABLET,0WZ8WG20P6,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
4567,SVI38UY019,TABLET,O8232NY3SJ,binder,0.0012626262626262627,0.005050505050505051,4,174
4567,SVI38UY019,TABLET,7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
4568,6CW7F3G59X,CAPSULE,7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
4568,6CW7F3G59X,CAPSULE,O8232NY3SJ,binder,0.0012626262626262627,0.005050505050505051,4,174
4569,OLH94387TE,"TABLET, FILM COATED",7Z8S9VYZ4B,binder,0.020120018115942027,0.060360054347826084,3,1
4569,OLH94387TE,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4569,OLH94387TE,"TABLET, FILM COATED",7CVR7L4A2D,coating_agent,0.0032051282051282055,0.009615384615384616,3,80
4569,OLH94387TE,"TABLET, FILM COATED",3NXW29V3WO,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
4569,OLH94387TE,"TABLET, FILM COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4569,OLH94387TE,"TABLET, FILM COATED",368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4570,AO61G82577,TABLET,OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
4571,N1SN99T69T,"TABLET, COATED",3NXW29V3WO,binder,0.0075450067934782605,0.060360054347826084,8,0
4571,N1SN99T69T,"TABLET, COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4571,N1SN99T69T,"TABLET, COATED",O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
4571,N1SN99T69T,"TABLET, COATED",VH2XOU12IE,granulation_aid,0.020833333333333332,0.020833333333333332,1,24
4571,N1SN99T69T,"TABLET, COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4572,M6Q1EO9TD0,CAPSULE,OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
4572,M6Q1EO9TD0,CAPSULE,FZ989GH94E,solubilizing_agent,0.7909090909090909,0.7909090909090909,1,86
4572,M6Q1EO9TD0,CAPSULE,368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4572,M6Q1EO9TD0,CAPSULE,6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
4573,804826J2HU,"TABLET, FILM COATED",3NXW29V3WO,binder,0.0075450067934782605,0.060360054347826084,8,0
4573,804826J2HU,"TABLET, FILM COATED",OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
4573,804826J2HU,"TABLET, FILM COATED",VH2XOU12IE,coating_agent,0.005208333333333333,0.020833333333333332,4,24
4573,804826J2HU,"TABLET, FILM COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4574,O26FZP769L,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4574,O26FZP769L,TABLET,OP1R32D61U,disintegrant,0.000966183574879227,0.002898550724637681,3,321
4575,P41PML4GHR,CAPSULE,O8232NY3SJ,filler,0.22095959595959597,0.8838383838383839,4,174
4575,P41PML4GHR,CAPSULE,FZ989GH94E,disintegrant,0.0030303030303030303,0.00909090909090909,3,86
4575,P41PML4GHR,CAPSULE,368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4576,2M36281008,CAPSULE,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4576,2M36281008,CAPSULE,FZ989GH94E,disintegrant,0.0030303030303030303,0.00909090909090909,3,86
4576,2M36281008,CAPSULE,6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
4577,362O9ITL9D,TABLET,OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
4577,362O9ITL9D,TABLET,O8232NY3SJ,binder,0.0012626262626262627,0.005050505050505051,4,174
4577,362O9ITL9D,TABLET,4ELV7Z65AP,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
4578,76755771U3,SYRUP,3K9958V90M,preservative,0.9432098765432099,0.9432098765432099,1,381
4578,76755771U3,SYRUP,6DC9Q167V3,preservative,0.0208106884057971,0.0624320652173913,3,0
4579,SX6K58TVWC,TABLET,OP1R32D61U,disintegrant,0.000966183574879227,0.002898550724637681,3,321
4579,SX6K58TVWC,TABLET,O8232NY3SJ,filler,0.22095959595959597,0.8838383838383839,4,174
4579,SX6K58TVWC,TABLET,LMI26O6933,dispersing_agent,0.5490196078431373,0.5490196078431373,1,27
4580,90Y4QC304K,CAPSULE,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4580,90Y4QC304K,CAPSULE,O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
4580,90Y4QC304K,CAPSULE,6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
4580,90Y4QC304K,CAPSULE,368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4580,90Y4QC304K,CAPSULE,3NXW29V3WO,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
4581,27O7W4T232,"TABLET, FILM COATED",3NXW29V3WO,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
4581,27O7W4T232,"TABLET, FILM COATED",K0KQV10C35,disintegrant,0.008130081300813009,0.024390243902439025,3,17
4581,27O7W4T232,"TABLET, FILM COATED",O8232NY3SJ,binder,0.0012626262626262627,0.005050505050505051,4,174
4581,27O7W4T232,"TABLET, FILM COATED",B697894SGQ,plasticizer,0.003355704697986577,0.003355704697986577,1,274
4582,82VFR53I78,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4582,82VFR53I78,TABLET,RFW2ET671P,binder,0.020120018115942027,0.060360054347826084,3,0
4582,82VFR53I78,TABLET,O8232NY3SJ,granulation_aid,0.005050505050505051,0.005050505050505051,1,174
4583,2679MF687A,"TABLET, EXTENDED RELEASE",FZ989GH94E,disintegrant,0.0030303030303030303,0.00909090909090909,3,86
4583,2679MF687A,"TABLET, EXTENDED RELEASE",3NXW29V3WO,binder,0.0075450067934782605,0.060360054347826084,8,0
4583,2679MF687A,"TABLET, EXTENDED RELEASE",4ELV7Z65AP,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
4585,H1250JIK0A,"TABLET, FILM COATED",OP1R32D61U,disintegrant,0.000966183574879227,0.002898550724637681,3,321
4585,H1250JIK0A,"TABLET, FILM COATED",RFW2ET671P,binder,0.015090013586956521,0.060360054347826084,4,0
4585,H1250JIK0A,"TABLET, FILM COATED",3NXW29V3WO,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
4585,H1250JIK0A,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4585,H1250JIK0A,"TABLET, FILM COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4586,55JG375S6M,CAPSULE,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4586,55JG375S6M,CAPSULE,O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
4586,55JG375S6M,CAPSULE,368GB5141J,lubricant,0.00909090909090909,0.01818181818181818,2,31
4586,55JG375S6M,CAPSULE,6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
4587,P6R62377KV,CAPSULE,O8232NY3SJ,filler,0.22095959595959597,0.8838383838383839,4,174
4587,P6R62377KV,CAPSULE,4ELV7Z65AP,lubricant,0.10491394927536231,0.31474184782608694,3,0
4588,4B3SC438HI,SOLUTION,PDC6A3C0OX,preservative,0.2962962962962963,0.8888888888888888,3,183
4589,L6UH7ZF8HC,"TABLET, FILM COATED",3NXW29V3WO,binder,0.0075450067934782605,0.060360054347826084,8,0
4589,L6UH7ZF8HC,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4589,L6UH7ZF8HC,"TABLET, FILM COATED",VH2XOU12IE,coating_agent,0.005208333333333333,0.020833333333333332,4,24
4589,L6UH7ZF8HC,"TABLET, FILM COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4589,L6UH7ZF8HC,"TABLET, FILM COATED",OJ245FE5EU,preservative,0.9041666666666667,0.9041666666666667,1,216
4589,L6UH7ZF8HC,"TABLET, FILM COATED",368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4590,N7U69T4SZR,TABLET,RFW2ET671P,binder,0.020120018115942027,0.060360054347826084,3,0
4590,N7U69T4SZR,TABLET,OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
4590,N7U69T4SZR,TABLET,3NXW29V3WO,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
4591,362O9ITL9D,TABLET,O8232NY3SJ,filler,0.22095959595959597,0.8838383838383839,4,174
4591,362O9ITL9D,TABLET,OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
4591,362O9ITL9D,TABLET,RDH86HJV5Z,binder,0.009523809523809523,0.02857142857142857,3,11
4591,362O9ITL9D,TABLET,368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4591,362O9ITL9D,TABLET,4ELV7Z65AP,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
4592,804826J2HU,CAPSULE,368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4593,3L36P16U4R,"TABLET, DELAYED RELEASE",7Z8S9VYZ4B,binder,0.030180027173913042,0.060360054347826084,2,1
4593,3L36P16U4R,"TABLET, DELAYED RELEASE",87Y6436BKR,controlled_release,0.0001401154891304348,0.0011209239130434783,8,0
4593,3L36P16U4R,"TABLET, DELAYED RELEASE",7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
4593,3L36P16U4R,"TABLET, DELAYED RELEASE",RFW2ET671P,surfactant,0.005791440217391305,0.01158288043478261,2,0
4593,3L36P16U4R,"TABLET, DELAYED RELEASE",6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
4594,KHS0AZ4JVK,TABLET,OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
4594,KHS0AZ4JVK,TABLET,4ELV7Z65AP,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
4595,6M97XTV3HD,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4595,6M97XTV3HD,"TABLET, FILM COATED",O8232NY3SJ,binder,0.0012626262626262627,0.005050505050505051,4,174
4595,6M97XTV3HD,"TABLET, FILM COATED",532B59J990,coating_agent,0.0047619047619047615,0.014285714285714285,3,46
4595,6M97XTV3HD,"TABLET, FILM COATED",G2M7P15E5P,plasticizer,0.006711409395973154,0.006711409395973154,1,125
4596,27O7W4T232,"TABLET, FILM COATED",3NXW29V3WO,binder,0.0075450067934782605,0.060360054347826084,8,0
4596,27O7W4T232,"TABLET, FILM COATED",390RMW2PEQ,disintegrant,0.03294836956521739,0.09884510869565218,3,1
4596,27O7W4T232,"TABLET, FILM COATED",VH2XOU12IE,coating_agent,0.005208333333333333,0.020833333333333332,4,24
4596,27O7W4T232,"TABLET, FILM COATED",O8232NY3SJ,granulation_aid,0.005050505050505051,0.005050505050505051,1,174
4596,27O7W4T232,"TABLET, FILM COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4597,26LUD4JO9K,"TABLET, FILM COATED",RFW2ET671P,binder,0.015090013586956521,0.060360054347826084,4,0
4597,26LUD4JO9K,"TABLET, FILM COATED",3NXW29V3WO,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
4597,26LUD4JO9K,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4597,26LUD4JO9K,"TABLET, FILM COATED",O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
4597,26LUD4JO9K,"TABLET, FILM COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4598,KG60484QX9,"CAPSULE, DELAYED RELEASE",3NXW29V3WO,controlled_release,0.0001401154891304348,0.0011209239130434783,8,0
4598,KG60484QX9,"CAPSULE, DELAYED RELEASE",FZ989GH94E,disintegrant,0.0030303030303030303,0.00909090909090909,3,86
4598,KG60484QX9,"CAPSULE, DELAYED RELEASE",TUF2IVW3M2,solubilizing_agent,0.004257246376811594,0.012771739130434783,3,0
4598,KG60484QX9,"CAPSULE, DELAYED RELEASE",368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4598,KG60484QX9,"CAPSULE, DELAYED RELEASE",6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
4599,N8E7F7Q170,TABLET,OP1R32D61U,disintegrant,0.000966183574879227,0.002898550724637681,3,321
4599,N8E7F7Q170,TABLET,O8232NY3SJ,filler,0.22095959595959597,0.8838383838383839,4,174
4599,N8E7F7Q170,TABLET,4ELV7Z65AP,lubricant,0.10491394927536231,0.31474184782608694,3,0
4600,SX6K58TVWC,TABLET,OP1R32D61U,disintegrant,0.000966183574879227,0.002898550724637681,3,321
4600,SX6K58TVWC,TABLET,O8232NY3SJ,filler,0.22095959595959597,0.8838383838383839,4,174
4601,9O25354EPJ,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4602,R61ZEH7I1I,SOLUTION,B22547B95K,alkalizing_agent,0.013688858695652175,0.0547554347826087,4,0
4602,R61ZEH7I1I,SOLUTION,PDC6A3C0OX,preservative,0.2962962962962963,0.8888888888888888,3,183
4602,R61ZEH7I1I,SOLUTION,3K9958V90M,preservative,0.9432098765432099,0.9432098765432099,1,381
4602,R61ZEH7I1I,SOLUTION,C151H8M554,suspending_thickening_agent,0.01020408163265306,0.02040816326530612,2,25
4604,A36BXO4PPX,TABLET,OP1R32D61U,disintegrant,0.000966183574879227,0.002898550724637681,3,321
4604,A36BXO4PPX,TABLET,FZ989GH94E,binder,0.0030303030303030303,0.00909090909090909,3,86
4604,A36BXO4PPX,TABLET,O8232NY3SJ,filler,0.22095959595959597,0.8838383838383839,4,174
4604,A36BXO4PPX,TABLET,4ELV7Z65AP,lubricant,0.10491394927536231,0.31474184782608694,3,0
4605,SX6K58TVWC,TABLET,H0G9379FGK,binder,0.030180027173913042,0.060360054347826084,2,1
4605,SX6K58TVWC,TABLET,OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
4605,SX6K58TVWC,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4605,SX6K58TVWC,TABLET,36SFW2JZ0W,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
4605,SX6K58TVWC,TABLET,U725QWY32X,solubilizing_agent,0.7160493827160493,0.7160493827160493,1,57
4606,SX6K58TVWC,TABLET,FZ989GH94E,disintegrant,0.0030303030303030303,0.00909090909090909,3,86
4606,SX6K58TVWC,TABLET,36SFW2JZ0W,binder,0.008622864906832298,0.060360054347826084,7,0
4606,SX6K58TVWC,TABLET,7SEV7J4R1U,filler,0.2811791383219955,0.8435374149659864,3,123
4606,SX6K58TVWC,TABLET,602HN5L69H,preservative,0.03121603260869565,0.0624320652173913,2,0
4607,9S44LIC7OJ,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4607,9S44LIC7OJ,TABLET,OP1R32D61U,disintegrant,0.000966183574879227,0.002898550724637681,3,321
4607,9S44LIC7OJ,TABLET,O8232NY3SJ,binder,0.0012626262626262627,0.005050505050505051,4,174
4608,QE4VW5FO07,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4608,QE4VW5FO07,"TABLET, FILM COATED",U725QWY32X,binder,0.004115226337448559,0.012345679012345678,3,57
4608,QE4VW5FO07,"TABLET, FILM COATED",Z78RG6M2N2,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
4608,QE4VW5FO07,"TABLET, FILM COATED",O8232NY3SJ,granulation_aid,0.005050505050505051,0.005050505050505051,1,174
4608,QE4VW5FO07,"TABLET, FILM COATED",4ELV7Z65AP,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
4608,QE4VW5FO07,"TABLET, FILM COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4609,AGG2FN16EV,"TABLET, FILM COATED",3NXW29V3WO,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
4609,AGG2FN16EV,"TABLET, FILM COATED",EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4609,AGG2FN16EV,"TABLET, FILM COATED",O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
4609,AGG2FN16EV,"TABLET, FILM COATED",FZ989GH94E,binder,0.0030303030303030303,0.00909090909090909,3,86
4610,BK76465IHM,"TABLET, FILM COATED",RFW2ET671P,binder,0.015090013586956521,0.060360054347826084,4,0
4610,BK76465IHM,"TABLET, FILM COATED",0VUT3PMY82,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
4610,BK76465IHM,"TABLET, FILM COATED",OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
4611,R61ZEH7I1I,TABLET,3NXW29V3WO,binder,0.008622864906832298,0.060360054347826084,7,0
4611,R61ZEH7I1I,TABLET,EWQ57Q8I5X,filler,0.45147679324894513,0.9029535864978903,2,213
4611,R61ZEH7I1I,TABLET,OP1R32D61U,disintegrant,0.000966183574879227,0.002898550724637681,3,321
4612,VZ8RRZ51VK,SOLUTION,F5UM2KM3W7,preservative,0.0208106884057971,0.0624320652173913,3,0
4612,VZ8RRZ51VK,SOLUTION,R57ZHV85D4,preservative,0.03121603260869565,0.0624320652173913,2,0
4612,VZ8RRZ51VK,SOLUTION,55X04QC32I,alkalizing_agent,0.4371584699453552,0.8743169398907104,2,159
4613,VN9A8JM7M7,"GRANULE, FOR SOLUTION",C151H8M554,filler,0.10612244897959185,0.5306122448979592,5,25
4614,2S068B75ZU,"TABLET, FILM COATED, EXTENDED RELEASE",OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
4614,2S068B75ZU,"TABLET, FILM COATED, EXTENDED RELEASE",3NXW29V3WO,binder,0.006706672705314009,0.060360054347826084,9,0
4614,2S068B75ZU,"TABLET, FILM COATED, EXTENDED RELEASE",4ELV7Z65AP,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
4614,2S068B75ZU,"TABLET, FILM COATED, EXTENDED RELEASE",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4615,44YRR34555,TABLET,FZ989GH94E,disintegrant,0.0030303030303030303,0.00909090909090909,3,86
4615,44YRR34555,TABLET,0VUT3PMY82,binder,0.008622864906832298,0.060360054347826084,7,0
4615,44YRR34555,TABLET,0WZ8WG20P6,solubilizing_agent,0.002128623188405797,0.012771739130434783,6,0
4616,U5SYW473RQ,TABLET,FZ989GH94E,binder,0.0030303030303030303,0.00909090909090909,3,86
4616,U5SYW473RQ,TABLET,506T60A25R,filler,0.06148097826086957,0.12296195652173914,2,0
4618,G83415V073,"CAPSULE, EXTENDED RELEASE",3NXW29V3WO,controlled_release,0.0001401154891304348,0.0011209239130434783,8,0
4618,G83415V073,"CAPSULE, EXTENDED RELEASE",7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
4618,G83415V073,"CAPSULE, EXTENDED RELEASE",C151H8M554,filler,0.17687074829931973,0.5306122448979592,3,25
4618,G83415V073,"CAPSULE, EXTENDED RELEASE",6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
4618,G83415V073,"CAPSULE, EXTENDED RELEASE",368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4619,6CW7F3G59X,CAPSULE,O8232NY3SJ,filler,0.22095959595959597,0.8838383838383839,4,174
4619,6CW7F3G59X,CAPSULE,7SEV7J4R1U,glidant,0.0022675736961451248,0.006802721088435374,3,123
4619,6CW7F3G59X,CAPSULE,368GB5141J,lubricant,0.00909090909090909,0.01818181818181818,2,31
4619,6CW7F3G59X,CAPSULE,6DC9Q167V3,preservative,0.03121603260869565,0.0624320652173913,2,0
4620,362O9ITL9D,CAPSULE,FZ989GH94E,disintegrant,0.0030303030303030303,0.00909090909090909,3,86
4620,362O9ITL9D,CAPSULE,O8232NY3SJ,filler,0.22095959595959597,0.8838383838383839,4,174
4620,362O9ITL9D,CAPSULE,4ELV7Z65AP,solubilizing_agent,0.006385869565217392,0.012771739130434783,2,0
4621,786Z46389E,"TABLET, FILM COATED",3NXW29V3WO,binder,0.0075450067934782605,0.060360054347826084,8,0
4621,786Z46389E,"TABLET, FILM COATED",FZ989GH94E,disintegrant,0.0030303030303030303,0.00909090909090909,3,86
4621,786Z46389E,"TABLET, FILM COATED",OP1R32D61U,filler,0.24251207729468596,0.7275362318840579,3,321
4621,786Z46389E,"TABLET, FILM COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4622,E7199S1YWR,TABLET,O8232NY3SJ,binder,0.0012626262626262627,0.005050505050505051,4,174
4623,27O7W4T232,"TABLET, FILM COATED",O8232NY3SJ,disintegrant,0.0012626262626262627,0.005050505050505051,4,174
4623,27O7W4T232,"TABLET, FILM COATED",3NXW29V3WO,coating_agent,0.0007685122282608696,0.006148097826086957,8,0
4623,27O7W4T232,"TABLET, FILM COATED",FZ989GH94E,binder,0.0030303030303030303,0.00909090909090909,3,86
4623,27O7W4T232,"TABLET, FILM COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4624,033KF7V46H,TABLET,3NXW29V3WO,binder,0.008622864906832298,0.060360054347826084,7,0
4624,033KF7V46H,TABLET,O8232NY3SJ,filler,0.22095959595959597,0.8838383838383839,4,174
4624,033KF7V46H,TABLET,U725QWY32X,solubilizing_agent,0.7160493827160493,0.7160493827160493,1,57
4625,27O7W4T232,"TABLET, FILM COATED",3NXW29V3WO,binder,0.0075450067934782605,0.060360054347826084,8,0
4625,27O7W4T232,"TABLET, FILM COATED",VH2XOU12IE,coating_agent,0.005208333333333333,0.020833333333333332,4,24
4625,27O7W4T232,"TABLET, FILM COATED",3WJQ0SDW1A,plasticizer,0.001430615164520744,0.001430615164520744,1,675
4625,27O7W4T232,"TABLET, FILM COATED",FZ989GH94E,solubilizing_agent,0.7909090909090909,0.7909090909090909,1,86
4625,27O7W4T232,"TABLET, FILM COATED",O8232NY3SJ,granulation_aid,0.005050505050505051,0.005050505050505051,1,174
4625,27O7W4T232,"TABLET, FILM COATED",368GB5141J,surfactant,0.5818181818181818,0.5818181818181818,1,31
4626,R3UK8X3U3D,TABLET,OP1R32D61U,glidant,0.000966183574879227,0.002898550724637681,3,321
4626,R3UK8X3U3D,TABLET,FZ989GH94E,binder,0.0030303030303030303,0.00909090909090909,3,86
